"USAF","WBAN","STATION_NAME","CTRY","ST","CALL,,"LAT","LNG","ELEV(M)","BEGIN","END"
"999999","43309","IRUMA                        ","JA","  ","RJTJ","+35,833","+139,417","+0093.9","19481231","19601231"
"999999","43313","FUSSA                        ","JA","  ","RJTY","+35,750","+139,350","+0139.0","19481231","19680331"
"999999","43316","BRADY                        ","JA","  ","RKBD","+33,633","+130,500","+0014.0","19500916","19550605"
"999999","43317","YUKUHASHI                    ","JA","  ","RJFZ","+33,667","+131,033","+0011.9","19500811","19570630"
"999999","43318","NIIGATA                      ","JA","  ","RJSN","+37,950","+139,117","+0004.0","19510228","19570630"
"999999","43320","OPPAMA                       ","JA","  ","    ","+35,317","+139,650","+0007.9","19510630","19600624"
"999999","43321","KISARAZU                     ","JA","  ","RJTK","+35,383","+139,917","+0006.1","19520725","19590331"
"999999","43322","IWAKUNI                      ","JA","  ","RIWA","+34,150","+132,233","+0003.0","19521031","19540915"
"999999","43323","YOKOSUKA                     ","JA","  ","RJTX","+35,283","+139,667","+0053.0","19530228","19761231"
"999999","43324","IWAKUNI                      ","JA","  ","RJOI","+34,150","+132,233","+0003.0","19521031","19721231"
"999999","43325","KASTNER AAF                  ","JA","  ","RJTW","+35,517","+139,400","+0107.0","19541230","19701231"
"999999","44101","PEKING                       ","CH","  ","RPEK","+40,000","+116,500","+0050.9","19460430","19460630"
"999999","44301","KHABAROVSK                   ","RS","  ","EUHH","+48,483","+135,483","+0053.0","19450914","19451218"
"999999","45708","SHEMYA ISLAND                ","US","AK","    ","+52,717","+174,100","+0039.9","19490101","19551201"
"999999","45709","ATTU NS                      ","US","AK","ATU ","+52,800","+173,167","+0028.0","19470101","19580625"
"999999","45714","SHEMYA ISLAND                ","US","AK","    ","+52,717","+174,100","+0034.1","19580628","19590901"
"999999","45715","SHEMYA AFB                   ","US","AK","PASY","+52,717","-174,100","+0029.6","19590901","20041231"
"999999","53002","ARTESIA 2 WNW                ","US","NM","    ","+32,855","-104,457","+1067.1","20100624","20140601"
"999999","53003","GRANTS 2 S                   ","US","NM","    ","+35,119","-107,830","+1963.8","20100828","20140601"
"999999","53004","BLUFF 32 NW                  ","US","UT","    ","+37,601","-109,989","+1959.3","20100813","20140601"
"999999","53005","BUENA VISTA 2 SSE            ","US","CO","    ","+38,811","-106,122","+2418.0","20100717","20140601"
"999999","53006","AMADO 23 W                   ","US","AZ","    ","+31,692","-111,448","+1005.8","20100926","20140601"
"999999","53007","COLORADO SPRINGS 23 NW       ","US","CO","    ","+39,088","-105,088","+2399.4","20100630","20140601"
"999999","53008","CLOVIS 7 N                   ","US","NM","    ","+34,512","-103,174","+1315.5","20091213","20140601"
"999999","53009","RAMAH 9 SE                   ","US","NM","    ","+35,046","-108,364","+2183.6","20100902","20140601"
"999999","53010","MONTICELLO 24 NW             ","US","UT","    ","+38,140","-109,617","+1531.6","20100814","20140601"
"999999","53011","TSAILE 1 SSW                 ","US","AZ","    ","+36,292","-109,218","+2155.2","20100817","20130624"
"999999","53012","BLANDING 26 SSW              ","US","UT","    ","+37,267","-109,607","+1338.1","20100815","20140601"
"999999","53013","CEDAR CITY 18 SSE            ","US","UT","    ","+37,457","-113,225","+1553.3","20100804","20140601"
"999999","53014","MEXICAN HAT 10 NW            ","US","UT","    ","+37,251","-109,988","+1939.8","20100818","20140601"
"999999","53015","HAGERMAN 10 ESE              ","US","NM","    ","+33,088","-104,162","+1082.7","20100904","20140601"
"999999","53016","VAUGHN 36 SSE                ","US","NM","    ","+34,137","-104,930","+1534.4","20100828","20140601"
"999999","53017","AZTEC 43 E                   ","US","NM","    ","+36,750","-107,219","+2140.9","20100831","20140601"
"999999","53129","COLORADO CITY MUNI AIRPORT   ","US","AZ","KAZC","+36,960","-113,014","+1485.6","20020802","20041231"
"999999","53131","TUCSON 11 W                  ","US","AZ","    ","+32,240","-111,170","+0833.0","20020918","20210422"
"999999","53132","ELGIN 5 S                    ","US","AZ","    ","+31,591","-110,509","+1466.4","20020915","20210422"
"999999","53136","MERCURY 3 SSW                ","US","NV","    ","+36,624","-116,023","+1001.0","20010524","20210422"
"999999","53138","BAKER 5 W                    ","US","NV","    ","+39,012","-114,209","+2016.9","20040509","20210422"
"999999","53139","STOVEPIPE WELLS 1 SW         ","US","CA","    ","+36,602","-117,145","+0025.6","20040504","20210422"
"999999","53149","TORREY 7 E                   ","US","UT","    ","+38,303","-111,294","+1891.0","20071002","20210422"
"999999","53150","YOSEMITE VILLAGE 12 W        ","US","CA","    ","+37,759","-119,821","+2017.8","20070928","20210422"
"999999","53151","FALLBROOK 5 NE               ","US","CA","    ","+33,439","-117,190","+0347.5","20080430","20210422"
"999999","53152","SANTA BARBARA 11 W           ","US","CA","    ","+34,414","-119,880","+0005.5","20080814","20210422"
"999999","53154","YUMA 27 ENE                  ","US","AZ","    ","+32,835","-114,188","+0189.0","20080319","20210422"
"999999","53155","WILLIAMS 35 NNW              ","US","AZ","    ","+35,755","-112,337","+1825.8","20080626","20210422"
"999999","53156","PHOENIX 7 S                  ","US","AZ","    ","+33,347","-112,083","+0427.9","20100301","20140601"
"999999","53159","CAMERON 25 SSE               ","US","AZ","    ","+35,504","-111,345","+1465.2","20091215","20140601"
"999999","53160","CAMP VERDE 3 N               ","US","AZ","    ","+34,614","-111,843","+1046.7","20100302","20140601"
"999999","53162","COOLIDGE 5 W                 ","US","AZ","    ","+32,992","-111,533","+0434.3","20100227","20140601"
"999999","53163","SOCORRO 17 WSW               ","US","NM","    ","+33,980","-107,187","+3196.1","20100625","20140601"
"999999","53164","PAGE 9 WSW                   ","US","AZ","    ","+36,864","-111,601","+0991.8","20100803","20140601"
"999999","53165","DELTA 4 NE                   ","US","UT","    ","+39,387","-112,510","+1451.2","20100801","20140601"
"999999","53166","ST. GEORGE 15 NE             ","US","UT","    ","+37,216","-113,379","+1041.5","20100805","20120927"
"999999","53167","MIDWAY 3 NE                  ","US","UT","    ","+40,547","-111,414","+1752.0","20100723","20140601"
"999999","53168","AJO 29 S                     ","US","AZ","    ","+31,950","-112,801","+0506.3","20100927","20140601"
"999999","53169","KAYENTA 16 WSW               ","US","AZ","    ","+36,682","-110,542","+2217.1","20100819","20140601"
"999999","53170","HEBER 3 SE                   ","US","AZ","    ","+34,398","-110,566","+2019.3","20091217","20140601"
"999999","53171","MILFORD 42 WNW               ","US","UT","    ","+38,594","-113,751","+1601.7","20100802","20140601"
"999999","53172","LAKE HAVASU CITY 19 SE       ","US","AZ","    ","+34,253","-114,134","+0126.8","20100922","20140601"
"999999","53173","NAGEEZI 18 SSW               ","US","NM","    ","+36,035","-107,905","+1965.7","20100901","20140601"
"999999","53176","GILA BEND 3 ENE              ","US","AZ","    ","+32,965","-112,670","+0237.7","20100924","20140601"
"999999","53843","ANDALUSIA-OPP  MUNICIPAL AIRP","US","AL","    ","+31,309","-086,394","+0094.5","20040702","20051230"
"999999","53846","KINGS BAY/NAVAL STATION      ","US","GA","    ","+30,800","-081,500","+0015.2","19960702","20031231"
"999999","53848","NAVAL AUXILIARY LANDING FD   ","US","FL","KNFJ","+30,507","-086,960","+0033.8","19960702","20091231"
"999999","53854","ORANGEBURG MUNICIPAL AP      ","US","SC","KOGB","+33,462","-080,858","+0060.0","19970602","20051231"
"999999","53867","COLUMBIA OWENS DOWNTOWN AP   ","US","SC","KCUB","+33,971","-080,996","+0064.6","19981002","20051231"
"999999","53877","ASHEVILLE 8 SSW              ","US","NC","    ","+35,495","-082,614","+0655.6","20001120","20210422"
"999999","53878","ASHEVILLE 13 S               ","US","NC","    ","+35,419","-082,557","+0641.0","20001121","20210422"
"999999","53882","KNOXVILLE ISLAND AP          ","US","GA","KBGE","+30,983","-084,633","+0043.0","20020602","20051231"
"999999","53894","HERLONG AIRPORT              ","US","FL","KHEG","+30,278","-081,806","+0026.5","20020602","20050702"
"999999","53921","MOUNT IDA                    ","US","AR","KMWT","+34,547","-093,578","+0214.0","19990302","20041231"
"999999","53926","STILLWATER 2 W               ","US","OK","    ","+36,118","-097,091","+0271.3","20020312","20210422"
"999999","53927","STILLWATER 5 WNW             ","US","OK","    ","+36,135","-097,108","+0270.7","20020312","20210422"
"999999","53960","LAFAYETTE 13 SE              ","US","LA","    ","+30,092","-091,873","+0010.7","20030111","20210422"
"999999","53961","MONROE 26 N                  ","US","LA","    ","+32,883","-092,117","+0026.8","20030115","20210422"
"999999","53968","PALESTINE 6 WNW              ","US","TX","    ","+31,780","-095,723","+0116.7","20030525","20210422"
"999999","53974","MANHATTAN 6 SSW              ","US","KS","    ","+39,103","-096,610","+0346.6","20031001","20210422"
"999999","54701","PUERTO MONTT B               ","CI","  ","    ","-41,467","-072,817","+0011.0","19570103","19600429"
"999999","54781","W. H. MORSE STATE AIRPORT    ","US","VT","KDDH","+42,894","-073,249","+0240.8","19981202","20051231"
"999999","54794","DURHAM 2 N                   ","US","NH","    ","+43,172","-070,928","+0036.3","20011216","20210422"
"999999","54795","DURHAM 2 SSW                 ","US","NH","    ","+43,109","-070,948","+0019.2","20011216","20210422"
"999999","54796","KINGSTON 1 NW                ","US","RI","    ","+41,491","-071,541","+0035.1","20011216","20210422"
"999999","54797","KINGSTON 1 W                 ","US","RI","    ","+41,478","-071,542","+0032.3","20011216","20210422"
"999999","54808","CHAMPAIGN 9 SW               ","US","IL","    ","+40,053","-088,373","+0213.4","20021220","20210422"
"999999","54810","CHATHAM 1 SE                 ","US","MI","    ","+46,335","-086,920","+0266.7","20041110","20210422"
"999999","54811","SHABBONA 5 NNE               ","US","IL","    ","+41,843","-088,851","+0262.4","20030816","20210422"
"999999","54851","COSHOCTON 8 NNE              ","US","OH","    ","+40,367","-081,783","+0341.4","20061109","20160919"
"999999","54854","GAYLORD 9 SSW                ","US","MI","    ","+44,908","-084,720","+0445.3","20070919","20210422"
"999999","54856","WOOSTER 3 SSE                ","US","OH","    ","+40,764","-081,910","+0335.9","20161110","20210422"
"999999","54902","DES MOINES 17 E              ","US","IA","    ","+41,556","-093,286","+0280.7","20040915","20210422"
"999999","54903","NECEDAH 5 WNW                ","US","WI","    ","+44,060","-090,174","+0284.4","20041001","20210422"
"999999","54932","SANDSTONE 6 W                ","US","MN","    ","+46,114","-092,994","+0344.4","20070622","20210208"
"999999","54933","ABERDEEN 35 WNW              ","US","SD","    ","+45,712","-099,130","+0596.5","20070626","20210422"
"999999","54937","JAMESTOWN 38 WSW             ","US","ND","    ","+46,770","-099,478","+0585.2","20080729","20210422"
"999999","56401","GLENNALLEN 64 N              ","US","AK","    ","+63,030","-145,500","+0813.5","20130809","20210422"
"999999","57401","ELLSWORTH IGY                ","AY","  ","    ","-77,733","-041,117","+0043.0","19570301","19621212"
"999999","57701","EIGHTS                       ","AY","  ","    ","-75,233","-077,167","+0420.9","19611125","19651114"
"999999","60703","CANTON ISLAND                ","KR","  ","PCIS","-02,767","-171,717","+0003.0","19491101","19590101"
"999999","61705","PAGO PAGO WSO AP             ","AQ","PC","NSTU","-14,331","-170,714","+0003.0","19660401","19721231"
"999999","63820","EVERETT-STEWART AIRPORT      ","US","TN","KUCY","+36,380","-088,985","+0103.9","20020902","20050817"
"999999","63826","BLACKVILLE 3 W               ","US","SC","    ","+33,355","-081,328","+0096.6","20020713","20210422"
"999999","63828","NEWTON 8 W                   ","US","GA","    ","+31,313","-084,471","+0053.6","20020827","20210422"
"999999","63829","NEWTON 11 SW                 ","US","GA","    ","+31,192","-084,447","+0047.6","20020827","20210422"
"999999","63831","NEWTON 5 ENE                 ","US","MS","    ","+32,338","-089,070","+0114.0","20021103","20210422"
"999999","63838","VERSAILLES 3 NNW             ","US","KY","    ","+38,095","-084,747","+0271.6","20011120","20210422"
"999999","63839","FOLSOM FIELD AP              ","US","AL","K3A1","+34,269","-086,858","+0293.5","20040102","20051231"
"999999","63849","BOWLING GREEN 21 NNE         ","US","KY","    ","+37,250","-086,233","+0240.8","20040519","20210422"
"999999","63850","WATKINSVILLE 5 SSE           ","US","GA","    ","+33,784","-083,390","+0225.9","20040430","20210422"
"999999","63855","CROSSVILLE 7 NW              ","US","TN","    ","+36,014","-085,135","+0583.1","20041203","20210422"
"999999","63856","BRUNSWICK 23 S               ","US","GA","    ","+30,808","-081,460","+0007.6","20041215","20210422"
"999999","63857","GADSDEN 19 N                 ","US","AL","    ","+34,285","-085,962","+0351.1","20050414","20210422"
"999999","63858","SELMA 13 WNW                 ","US","AL","    ","+32,457","-087,242","+0058.8","20050526","20210422"
"999999","63862","VALLEY HEAD 1 SSW            ","US","AL","    ","+34,565","-085,617","+0310.9","20060504","20210422"
"999999","63866","GUNTERSVILLE 2 SW            ","US","AL","    ","+34,334","-086,316","+0189.0","20060504","20131216"
"999999","63867","CULLMAN 3 ENE                ","US","AL","    ","+34,195","-086,796","+0243.8","20060504","20210422"
"999999","63868","COURTLAND 2 WSW              ","US","AL","    ","+34,660","-087,346","+0175.3","20060504","20210422"
"999999","63869","FAIRHOPE 3 NE                ","US","AL","    ","+30,549","-087,876","+0029.0","20060713","20210422"
"999999","63871","TRI-COUNTY AIRPORT           ","US","FL","    ","+30,846","-085,601","+0025.9","20060901","20210606"
"999999","63890","WHITEHOUSE NAVAL OUTLYING FIE","US","FL","KNEN","+30,350","-081,883","+0030.2","20080101","20091231"
"999999","63891","CLANTON 2 NE                 ","US","AL","    ","+32,852","-086,612","+0178.0","20070314","20210422"
"999999","63892","GAINESVILLE 2 NE             ","US","AL","    ","+32,837","-088,137","+0032.6","20070316","20210422"
"999999","63893","GREENSBORO 2 WNW             ","US","AL","    ","+32,717","-087,623","+0085.3","20070315","20210422"
"999999","63894","MUSCLE SHOALS 2 N            ","US","AL","    ","+34,773","-087,640","+0161.5","20070425","20210422"
"999999","63895","RUSSELLVILLE 4 SSE           ","US","AL","    ","+34,454","-087,710","+0219.5","20060816","20210422"
"999999","63896","SCOTTSBORO 2 NE              ","US","AL","    ","+34,694","-086,000","+0193.9","20060816","20210422"
"999999","63897","SELMA 6 SSE                  ","US","AL","    ","+32,335","-086,979","+0047.9","20070315","20210422"
"999999","63898","BEDFORD 5 WNW                ","US","IN","    ","+38,888","-086,571","+0231.7","20071003","20210422"
"999999","63899","BREWTON 3 NNE                ","US","AL","    ","+31,145","-087,052","+0051.8","20080117","20210422"
"999999","64756","MILLBROOK 3 W                ","US","NY","    ","+41,786","-073,742","+0125.9","20041101","20210422"
"999999","64757","CRN ON EGBERT 1 W            ","CA","ON","050E","+44,233","-079,781","+0246.0","20040715","20210422"
"999999","64758","ITHACA 13 E                  ","US","NY","    ","+42,440","-076,246","+0374.3","20041027","20210422"
"999999","67601","LITTLE AMERICA               ","AY","  ","    ","-78,200","-162,250","+0032.0","19560202","19590101"
